component_id,lot_id,value_0h,value_24h,value_96h,value_168h,temperature,ground_truth_status
C00382,LOT_07,6.63,7.46,9.45,10.23,105.0,NORMAL
C00383,LOT_08,12.43,12.47,13.23,13.03,85.0,NORMAL
C00384,LOT_02,14.75,15.51,15.77,17.77,125.0,NORMAL
C00385,LOT_02,13.59,14.29,15.76,16.14,125.0,NORMAL
C00386,LOT_04,12.02,12.95,22.91,49.73,125.0,DRIFTING
C00387,LOT_10,12.08,13.21,15.51,17.79,125.0,NORMAL
C00388,LOT_09,10.57,11.19,13.56,14.28,105.0,NORMAL
C00389,LOT_03,13.31,14.16,15.83,18.23,125.0,NORMAL
C00390,LOT_02,14.66,15.81,24.06,50.54,125.0,DRIFTING
C00391,LOT_09,11.75,12.34,13.45,13.64,125.0,NORMAL
C00392,LOT_06,8.49,9.23,11.05,11.92,125.0,NORMAL
C00393,LOT_04,12.07,12.15,13.57,13.8,150.0,NORMAL
C00394,LOT_04,10.06,10.72,11.15,11.44,85.0,NORMAL
C00395,LOT_07,9.0,9.44,9.59,11.35,125.0,NORMAL
C00396,LOT_03,11.05,12.08,13.9,14.55,105.0,NORMAL
C00397,LOT_05,9.57,11.08,21.15,49.45,150.0,DRIFTING
C00398,LOT_04,11.99,12.16,13.48,14.99,85.0,ANOMALOUS
C00399,LOT_08,11.5,11.81,11.8,13.19,105.0,NORMAL
C00400,LOT_04,12.61,12.66,13.89,13.81,125.0,NORMAL
C00401,LOT_08,11.72,11.79,14.25,15.19,85.0,NORMAL
C00402,LOT_08,13.9,14.92,17.51,18.35,125.0,NORMAL
C00403,LOT_05,9.46,10.47,11.78,13.36,125.0,NORMAL
C00404,LOT_07,10.19,19.56,41.9,85.44,125.0,HIGH_RISK
C00405,LOT_06,9.67,9.79,11.75,15.21,125.0,NORMAL
C00406,LOT_08,8.25,9.12,12.59,14.91,105.0,ANOMALOUS
C00407,LOT_06,9.09,8.95,9.26,10.73,105.0,NORMAL
C00408,LOT_03,11.15,12.08,13.89,16.2,105.0,NORMAL
C00409,LOT_09,13.36,13.56,16.46,18.2,125.0,NORMAL
C00410,LOT_06,8.7,9.08,9.69,10.5,125.0,NORMAL
C00411,LOT_01,11.05,11.19,11.16,11.59,125.0,NORMAL
C00412,LOT_10,13.64,14.67,16.89,17.76,125.0,NORMAL
C00413,LOT_02,13.77,14.78,24.8,52.41,125.0,DRIFTING
C00414,LOT_10,11.83,12.7,14.68,16.78,125.0,NORMAL
C00415,LOT_09,12.33,12.59,13.38,14.3,125.0,NORMAL
C00416,LOT_08,14.42,14.93,15.97,16.27,105.0,NORMAL
C00417,LOT_08,15.93,16.91,17.92,19.19,150.0,NORMAL
C00418,LOT_01,10.68,11.04,12.05,14.42,125.0,NORMAL
C00419,LOT_02,11.43,12.13,13.82,14.69,125.0,NORMAL
C00420,LOT_10,12.1,11.88,11.95,12.99,125.0,NORMAL
C00421,LOT_02,14.19,14.34,15.47,15.03,150.0,NORMAL
C00422,LOT_08,14.33,14.84,15.19,15.71,125.0,NORMAL
C00423,LOT_03,11.86,12.75,13.17,14.81,125.0,NORMAL
C00424,LOT_07,7.67,8.18,9.72,11.23,105.0,NORMAL
C00425,LOT_05,9.05,8.79,9.57,12.54,125.0,NORMAL
C00426,LOT_05,8.81,9.02,9.84,10.39,125.0,NORMAL
C00427,LOT_05,9.59,10.04,11.26,12.46,125.0,NORMAL
C00428,LOT_05,6.87,7.27,8.92,10.02,85.0,NORMAL
C00429,LOT_02,15.28,16.08,16.13,15.68,125.0,NORMAL
C00430,LOT_06,8.7,9.6,17.61,43.86,125.0,DRIFTING
C00431,LOT_06,8.48,8.35,10.04,11.13,105.0,NORMAL
C00432,LOT_06,8.28,10.12,20.49,48.55,125.0,DRIFTING
C00433,LOT_03,12.39,12.88,12.86,14.58,105.0,NORMAL
C00434,LOT_03,10.35,10.6,12.18,14.0,85.0,NORMAL
C00435,LOT_06,8.22,8.9,10.35,11.57,105.0,NORMAL
C00436,LOT_07,8.47,8.92,10.87,11.27,125.0,NORMAL
C00437,LOT_10,11.72,13.48,20.92,47.44,125.0,DRIFTING
C00438,LOT_06,8.98,9.0,10.05,10.35,125.0,NORMAL
C00439,LOT_04,12.3,12.86,14.21,14.12,125.0,NORMAL
C00440,LOT_09,12.16,13.23,21.15,48.48,125.0,DRIFTING
C00441,LOT_10,12.57,13.36,14.27,15.8,125.0,NORMAL
C00442,LOT_06,10.42,10.73,11.32,13.08,150.0,NORMAL
C00443,LOT_10,11.52,11.89,12.85,12.04,125.0,NORMAL
C00444,LOT_05,8.36,9.62,17.61,48.49,125.0,DRIFTING
C00445,LOT_10,11.18,11.7,11.3,12.92,85.0,NORMAL
C00446,LOT_04,11.96,12.23,13.64,14.73,125.0,NORMAL
C00447,LOT_09,11.78,11.66,12.76,12.58,125.0,NORMAL
C00448,LOT_06,10.61,11.17,13.01,15.26,150.0,NORMAL
C00449,LOT_01,8.21,9.83,16.83,46.51,85.0,DRIFTING
C00450,LOT_04,14.48,14.45,15.49,17.0,150.0,NORMAL
C00451,LOT_08,10.87,11.01,11.92,12.89,85.0,NORMAL
C00452,LOT_10,10.9,10.96,11.92,11.55,85.0,NORMAL
C00453,LOT_04,11.45,11.4,13.33,13.69,125.0,NORMAL
C00454,LOT_05,8.78,8.91,10.97,10.53,125.0,NORMAL
C00455,LOT_05,9.83,9.92,10.27,10.94,125.0,NORMAL
C00456,LOT_09,11.63,11.9,14.58,16.3,105.0,NORMAL
C00457,LOT_02,10.74,10.9,11.43,9.66,85.0,NORMAL
C00458,LOT_04,14.43,16.95,25.98,53.0,150.0,DRIFTING
C00459,LOT_02,16.92,17.67,18.54,19.89,125.0,NORMAL
C00460,LOT_08,13.09,13.46,15.7,16.86,125.0,NORMAL
C00461,LOT_03,16.22,26.49,51.64,91.5,105.0,HIGH_RISK
C00462,LOT_02,15.32,15.14,15.63,16.14,125.0,NORMAL
C00463,LOT_10,11.4,12.05,13.18,14.78,105.0,NORMAL
C00464,LOT_10,13.95,14.16,14.58,15.62,125.0,NORMAL
C00465,LOT_07,8.72,9.0,10.08,12.01,125.0,NORMAL
C00466,LOT_05,9.14,9.06,11.35,11.96,125.0,NORMAL
C00467,LOT_08,17.42,30.5,57.28,107.14,125.0,HIGH_RISK
C00468,LOT_08,14.44,14.78,15.96,15.73,125.0,NORMAL
C00469,LOT_08,12.74,13.33,15.48,17.2,105.0,NORMAL
C00470,LOT_01,10.23,19.75,62.82,125.79,125.0,HIGH_RISK
C00471,LOT_01,8.02,8.25,9.38,9.4,85.0,NORMAL
C00472,LOT_06,10.43,21.79,38.86,65.89,125.0,HIGH_RISK
C00473,LOT_07,8.24,9.06,10.17,10.47,150.0,NORMAL
C00474,LOT_01,10.06,11.2,21.92,50.0,125.0,DRIFTING
C00475,LOT_04,13.05,14.22,15.62,16.73,125.0,NORMAL
C00476,LOT_09,11.36,11.75,13.53,14.76,105.0,NORMAL
C00477,LOT_09,9.03,9.57,10.91,10.78,85.0,NORMAL
C00478,LOT_06,8.22,9.09,10.21,9.97,125.0,NORMAL
C00479,LOT_08,11.36,26.24,91.66,187.2,85.0,HIGH_RISK
C00480,LOT_05,7.18,7.56,8.3,9.12,85.0,NORMAL
C00481,LOT_01,10.01,10.78,11.5,12.94,125.0,NORMAL
C00482,LOT_09,10.57,10.52,11.87,11.39,125.0,NORMAL
C00483,LOT_08,15.03,15.28,18.09,17.77,150.0,NORMAL
C00484,LOT_09,11.38,12.05,13.56,17.25,150.0,NORMAL
C00485,LOT_06,10.33,10.48,11.24,12.9,125.0,NORMAL
C00486,LOT_04,12.84,12.93,15.87,17.47,125.0,NORMAL
C00487,LOT_09,13.5,13.64,13.75,14.42,125.0,NORMAL
C00488,LOT_10,13.09,13.64,13.73,14.61,125.0,NORMAL
C00489,LOT_10,8.59,9.99,12.85,15.78,105.0,ANOMALOUS
C00490,LOT_08,14.47,14.82,16.86,17.66,125.0,NORMAL
C00491,LOT_07,8.43,8.08,8.88,8.42,105.0,NORMAL
C00492,LOT_06,8.38,9.08,9.84,11.68,105.0,NORMAL
C00493,LOT_06,9.02,9.42,10.48,11.37,125.0,NORMAL
C00494,LOT_10,12.66,13.26,14.74,14.9,105.0,NORMAL
C00495,LOT_07,7.99,8.18,9.33,10.06,125.0,NORMAL
C00496,LOT_03,12.97,12.68,13.49,13.54,125.0,NORMAL
C00497,LOT_03,13.36,13.46,15.14,17.48,125.0,NORMAL
C00498,LOT_09,16.74,29.5,47.0,73.47,150.0,HIGH_RISK
C00499,LOT_06,13.07,13.62,14.86,14.52,125.0,ANOMALOUS
C00500,LOT_09,9.42,10.36,11.29,13.04,85.0,NORMAL
C00501,LOT_09,13.4,14.56,17.55,20.67,85.0,ANOMALOUS
C00502,LOT_10,13.36,13.98,15.87,18.9,125.0,NORMAL
C00503,LOT_03,12.29,12.96,15.96,18.12,125.0,NORMAL
C00504,LOT_06,8.64,9.7,19.65,47.27,105.0,DRIFTING
C00505,LOT_04,12.39,12.85,14.0,14.59,125.0,NORMAL
C00506,LOT_07,9.29,9.28,12.23,12.62,125.0,NORMAL
C00507,LOT_06,8.41,8.27,9.52,12.33,125.0,NORMAL
C00508,LOT_01,11.59,11.74,13.18,13.34,125.0,NORMAL
C00509,LOT_06,9.07,9.45,9.83,11.52,125.0,NORMAL
C00510,LOT_04,10.29,10.22,12.27,13.65,105.0,NORMAL
C00511,LOT_09,10.8,10.91,12.1,12.35,105.0,NORMAL
C00512,LOT_03,12.69,12.89,13.76,13.78,125.0,NORMAL
C00513,LOT_03,14.33,14.38,14.93,16.14,125.0,NORMAL
C00514,LOT_08,12.28,12.27,15.03,14.95,105.0,NORMAL
C00515,LOT_07,8.57,9.04,10.78,13.27,125.0,NORMAL
C00516,LOT_04,11.02,12.31,12.68,16.1,125.0,NORMAL
C00517,LOT_04,14.63,15.03,15.69,16.1,150.0,NORMAL
C00518,LOT_10,12.39,13.15,14.09,15.52,125.0,NORMAL
C00519,LOT_08,17.07,17.61,19.11,21.89,150.0,NORMAL
C00520,LOT_09,10.75,11.48,10.84,11.25,105.0,NORMAL
C00521,LOT_03,14.97,15.39,16.53,18.36,125.0,NORMAL
C00522,LOT_08,13.41,14.46,23.43,52.01,125.0,DRIFTING
C00523,LOT_03,14.96,23.03,62.64,118.24,125.0,HIGH_RISK
C00524,LOT_07,8.47,8.78,9.38,9.14,125.0,NORMAL
C00525,LOT_01,11.26,11.41,12.24,12.54,125.0,NORMAL
C00526,LOT_06,9.02,9.58,11.62,13.99,125.0,NORMAL
C00527,LOT_08,14.96,15.7,16.76,18.86,125.0,NORMAL
C00528,LOT_01,10.02,10.19,12.87,13.27,105.0,NORMAL
C00529,LOT_04,14.02,14.55,15.73,16.52,150.0,NORMAL
C00530,LOT_04,10.46,11.44,13.8,14.39,105.0,NORMAL
C00531,LOT_09,12.61,24.69,54.63,102.41,105.0,HIGH_RISK
C00532,LOT_01,7.96,8.21,8.59,9.48,85.0,NORMAL
C00533,LOT_09,13.16,25.81,49.74,85.12,105.0,HIGH_RISK
C00534,LOT_05,9.02,11.01,21.61,49.47,125.0,DRIFTING
C00535,LOT_07,7.86,8.41,9.05,9.72,125.0,NORMAL
C00536,LOT_08,13.9,15.24,25.06,50.55,125.0,DRIFTING
C00537,LOT_06,8.71,21.16,74.49,152.56,125.0,HIGH_RISK
C00538,LOT_01,10.21,10.32,10.55,10.8,125.0,NORMAL
C00539,LOT_05,9.84,11.92,22.55,50.72,125.0,DRIFTING
C00540,LOT_04,13.31,13.78,16.57,18.46,150.0,NORMAL
C00541,LOT_04,12.2,12.52,14.39,14.35,125.0,NORMAL
C00542,LOT_06,9.2,9.85,10.53,11.78,125.0,NORMAL
C00543,LOT_09,13.06,14.8,21.85,49.11,125.0,DRIFTING
C00544,LOT_09,10.5,18.19,53.68,104.7,85.0,HIGH_RISK
C00545,LOT_06,7.05,7.44,8.93,10.52,85.0,NORMAL
C00546,LOT_04,11.15,11.34,13.36,15.35,125.0,NORMAL
C00547,LOT_06,8.95,8.91,9.86,9.56,125.0,NORMAL
C00548,LOT_07,7.84,8.35,9.17,10.02,150.0,NORMAL
C00549,LOT_02,13.7,14.8,16.25,19.49,125.0,NORMAL
C00550,LOT_07,7.22,7.87,9.25,10.62,125.0,NORMAL
C00551,LOT_09,12.41,12.62,14.22,16.79,125.0,NORMAL
C00552,LOT_01,12.12,24.73,48.19,96.52,125.0,HIGH_RISK
C00553,LOT_09,11.38,11.97,11.84,13.84,125.0,NORMAL
C00554,LOT_02,13.02,13.52,12.94,14.51,125.0,NORMAL
C00555,LOT_06,8.31,8.14,9.19,10.89,105.0,NORMAL
C00556,LOT_08,9.02,9.52,12.61,13.39,125.0,ANOMALOUS
C00557,LOT_10,12.6,12.75,13.78,15.07,125.0,NORMAL
C00558,LOT_04,13.19,13.6,14.27,17.06,150.0,NORMAL
C00559,LOT_04,11.6,12.21,12.91,12.27,125.0,NORMAL
C00560,LOT_01,10.87,11.61,13.92,15.45,125.0,NORMAL
C00561,LOT_08,11.99,12.65,12.13,14.18,125.0,NORMAL
C00562,LOT_06,8.87,9.02,11.26,13.57,125.0,NORMAL
C00563,LOT_04,12.21,25.22,54.57,90.25,105.0,HIGH_RISK
C00564,LOT_01,10.09,10.74,11.51,12.57,125.0,NORMAL
C00565,LOT_04,8.96,8.96,10.58,10.99,85.0,NORMAL
C00566,LOT_04,12.82,13.76,14.71,18.36,125.0,NORMAL
C00567,LOT_06,8.02,8.56,10.02,10.65,125.0,NORMAL
C00568,LOT_04,12.57,12.93,12.89,14.0,125.0,NORMAL
C00569,LOT_07,8.06,8.27,10.12,11.43,125.0,NORMAL
C00570,LOT_06,9.49,10.02,11.73,13.89,125.0,NORMAL
C00571,LOT_02,11.29,11.52,14.06,15.27,85.0,NORMAL
C00572,LOT_02,14.77,15.28,16.95,17.36,125.0,NORMAL
C00573,LOT_09,10.29,10.83,12.29,12.93,125.0,NORMAL
C00574,LOT_08,15.26,15.83,17.36,19.45,125.0,NORMAL
C00575,LOT_07,9.22,9.55,11.5,14.14,125.0,NORMAL
C00576,LOT_10,16.04,16.56,18.88,19.18,150.0,NORMAL
C00577,LOT_07,8.01,8.44,9.75,9.69,125.0,NORMAL
C00578,LOT_10,12.89,13.35,15.14,16.17,125.0,NORMAL
C00579,LOT_02,16.55,17.33,27.06,54.17,125.0,DRIFTING
C00580,LOT_05,7.43,8.27,10.02,10.22,85.0,NORMAL
C00581,LOT_05,7.72,7.74,7.96,8.83,105.0,NORMAL
C00582,LOT_02,13.81,14.23,15.21,16.9,150.0,NORMAL
C00583,LOT_10,13.13,27.2,87.8,174.63,125.0,HIGH_RISK
C00584,LOT_07,9.18,9.62,11.34,13.31,125.0,NORMAL
C00585,LOT_05,10.49,11.72,21.21,46.38,125.0,DRIFTING
C00586,LOT_04,12.59,12.34,12.99,12.2,125.0,NORMAL
C00587,LOT_01,11.78,12.25,14.94,14.51,150.0,NORMAL
C00588,LOT_05,8.06,7.93,7.35,9.16,125.0,NORMAL
C00589,LOT_04,11.41,13.84,22.73,51.19,125.0,DRIFTING
C00590,LOT_08,9.95,10.92,14.01,15.94,125.0,ANOMALOUS
C00591,LOT_06,9.63,10.16,11.95,13.28,150.0,NORMAL
C00592,LOT_05,5.03,5.94,6.9,10.35,105.0,ANOMALOUS
C00593,LOT_02,14.44,14.75,15.83,16.55,125.0,NORMAL
C00594,LOT_08,14.38,25.41,79.24,154.67,125.0,HIGH_RISK
C00595,LOT_09,12.24,13.25,14.6,14.86,125.0,NORMAL
C00596,LOT_07,10.67,11.42,12.46,13.3,150.0,NORMAL
C00597,LOT_04,11.51,11.6,12.38,12.75,125.0,NORMAL
C00598,LOT_10,11.48,11.92,12.87,14.85,125.0,NORMAL
C00599,LOT_02,12.93,13.34,15.37,17.07,105.0,NORMAL
C00600,LOT_09,12.51,26.6,89.81,185.42,105.0,HIGH_RISK
C00601,LOT_05,8.85,9.15,10.68,13.36,125.0,NORMAL
C00602,LOT_02,11.54,12.26,12.11,14.28,85.0,NORMAL
C00603,LOT_06,10.75,11.76,20.2,46.22,150.0,DRIFTING
C00604,LOT_05,7.58,7.65,8.63,10.22,105.0,NORMAL
C00605,LOT_03,15.55,15.84,16.58,17.16,125.0,NORMAL
C00606,LOT_09,9.53,10.74,20.45,45.62,85.0,DRIFTING
C00607,LOT_01,9.52,10.52,17.94,44.85,105.0,DRIFTING
C00608,LOT_03,12.31,12.81,13.29,13.43,125.0,NORMAL
C00609,LOT_08,13.45,14.32,15.92,16.74,125.0,NORMAL
C00610,LOT_10,11.78,12.82,13.36,14.82,105.0,NORMAL
C00611,LOT_02,14.2,27.19,88.07,181.39,125.0,HIGH_RISK
C00612,LOT_06,7.78,8.38,10.1,13.17,105.0,NORMAL
C00613,LOT_04,11.8,11.77,12.39,12.97,125.0,NORMAL
C00614,LOT_08,12.74,13.8,16.19,17.1,105.0,NORMAL
C00615,LOT_01,9.92,10.55,10.38,11.26,105.0,NORMAL
C00616,LOT_06,11.46,11.8,13.04,15.2,150.0,NORMAL
C00617,LOT_03,7.41,7.9,9.82,11.64,105.0,ANOMALOUS
C00618,LOT_03,14.37,14.23,14.57,15.68,125.0,NORMAL
C00619,LOT_08,14.81,14.84,15.86,16.01,125.0,NORMAL
C00620,LOT_01,8.7,8.31,8.75,10.32,85.0,NORMAL
C00621,LOT_07,9.02,11.38,23.24,47.85,125.0,DRIFTING
C00622,LOT_06,8.46,9.12,9.18,11.41,125.0,NORMAL
C00623,LOT_10,13.71,13.31,14.03,14.35,125.0,NORMAL
C00624,LOT_09,12.35,12.59,13.49,14.06,125.0,NORMAL
C00625,LOT_06,9.72,10.34,10.29,11.28,125.0,NORMAL
C00626,LOT_05,6.94,6.58,7.34,7.35,85.0,NORMAL
C00627,LOT_02,13.37,14.77,14.52,15.82,105.0,NORMAL
C00628,LOT_05,9.69,11.17,21.47,49.47,125.0,DRIFTING
C00629,LOT_05,7.93,8.53,10.63,14.16,105.0,NORMAL
C00630,LOT_06,9.28,9.72,11.67,15.06,125.0,NORMAL
C00631,LOT_05,9.73,9.95,9.96,10.69,125.0,NORMAL
C00632,LOT_03,17.85,32.24,53.82,79.82,125.0,HIGH_RISK
C00633,LOT_03,11.78,12.52,15.06,16.09,85.0,NORMAL
C00634,LOT_10,11.52,12.35,14.48,16.71,105.0,NORMAL
C00635,LOT_10,12.35,12.75,14.46,15.61,125.0,NORMAL
C00636,LOT_04,13.97,28.05,54.11,91.63,125.0,HIGH_RISK
C00637,LOT_06,9.35,16.71,53.12,107.03,125.0,HIGH_RISK
C00638,LOT_04,12.68,13.93,15.08,16.94,125.0,NORMAL
C00639,LOT_06,8.68,8.95,9.29,10.36,105.0,NORMAL
C00640,LOT_05,8.69,9.39,11.3,13.12,125.0,NORMAL
C00641,LOT_05,9.45,9.41,11.16,11.92,125.0,NORMAL
C00642,LOT_07,9.5,9.78,10.87,11.69,125.0,NORMAL
C00643,LOT_10,13.39,15.25,24.42,52.28,125.0,DRIFTING
C00644,LOT_09,10.93,11.14,11.03,12.8,105.0,NORMAL
C00645,LOT_04,13.25,13.58,15.05,17.4,150.0,NORMAL
C00646,LOT_10,14.28,14.36,15.06,15.72,125.0,NORMAL
C00647,LOT_03,12.31,19.3,54.27,107.65,105.0,HIGH_RISK
C00648,LOT_01,10.87,11.73,12.39,16.82,125.0,NORMAL
C00649,LOT_05,9.82,10.18,12.39,13.71,105.0,NORMAL
C00650,LOT_05,9.46,9.71,8.59,10.21,105.0,NORMAL
C00651,LOT_01,9.05,9.25,11.55,12.59,105.0,NORMAL
C00652,LOT_03,13.31,14.09,23.43,51.43,125.0,DRIFTING
C00653,LOT_10,9.34,9.58,10.98,14.23,150.0,ANOMALOUS
C00654,LOT_02,15.03,23.61,61.78,113.5,105.0,HIGH_RISK
C00655,LOT_09,9.64,16.12,45.69,88.09,85.0,HIGH_RISK
C00656,LOT_04,13.48,26.12,55.6,103.5,125.0,HIGH_RISK
C00657,LOT_02,13.42,13.94,16.09,18.93,125.0,NORMAL
C00658,LOT_09,10.5,11.0,10.61,13.39,105.0,NORMAL
C00659,LOT_03,13.49,13.87,14.21,15.48,125.0,NORMAL
C00660,LOT_10,10.36,11.46,12.84,14.57,85.0,NORMAL
C00661,LOT_06,10.8,22.12,49.36,85.16,125.0,HIGH_RISK
C00662,LOT_10,12.18,14.35,24.43,52.0,125.0,DRIFTING
C00663,LOT_04,9.33,21.18,76.07,153.45,85.0,HIGH_RISK
C00664,LOT_09,14.72,15.42,16.1,17.36,150.0,NORMAL
C00665,LOT_03,15.33,15.54,16.43,18.57,125.0,NORMAL
C00666,LOT_07,7.76,7.33,9.33,9.93,125.0,NORMAL
C00667,LOT_01,10.47,11.18,13.17,16.47,125.0,NORMAL
C00668,LOT_01,9.93,10.54,10.26,10.56,105.0,NORMAL
C00669,LOT_06,9.22,10.05,11.27,13.73,125.0,NORMAL
C00670,LOT_09,11.56,11.99,12.8,12.98,125.0,NORMAL
C00671,LOT_03,14.28,14.89,17.48,17.71,150.0,NORMAL
C00672,LOT_03,15.72,25.44,51.2,95.62,105.0,HIGH_RISK
C00673,LOT_02,11.79,11.51,12.1,12.84,105.0,NORMAL
C00674,LOT_10,11.67,11.52,12.58,13.63,105.0,NORMAL
C00675,LOT_02,17.19,31.19,52.31,101.82,105.0,HIGH_RISK
C00676,LOT_10,13.06,13.22,14.92,14.76,125.0,NORMAL
C00677,LOT_09,11.04,11.58,19.82,45.54,105.0,DRIFTING
C00678,LOT_08,13.5,14.13,14.29,17.38,125.0,NORMAL
C00679,LOT_01,9.57,10.1,11.69,11.79,105.0,NORMAL
C00680,LOT_03,10.9,11.53,13.98,15.94,85.0,NORMAL
C00681,LOT_04,12.13,12.81,12.44,13.93,125.0,NORMAL
C00682,LOT_03,13.15,13.48,13.13,14.79,125.0,NORMAL
C00683,LOT_06,8.68,21.96,38.94,77.62,125.0,HIGH_RISK
C00684,LOT_02,13.36,13.44,13.88,13.55,105.0,NORMAL
C00685,LOT_07,7.48,7.61,9.17,8.92,105.0,NORMAL
C00686,LOT_09,12.83,13.94,22.68,49.87,125.0,DRIFTING
C00687,LOT_10,11.55,12.14,12.29,12.85,125.0,NORMAL
C00688,LOT_01,11.01,11.3,13.44,13.9,125.0,NORMAL
C00689,LOT_01,11.18,12.33,12.31,13.93,125.0,NORMAL
C00690,LOT_05,8.65,9.25,11.59,13.19,125.0,NORMAL
C00691,LOT_01,8.7,8.54,10.86,12.18,85.0,NORMAL
C00692,LOT_04,10.93,11.64,12.15,14.02,105.0,NORMAL
C00693,LOT_06,8.7,8.6,10.14,10.71,125.0,NORMAL
C00694,LOT_06,8.44,9.57,17.85,46.44,105.0,DRIFTING
C00695,LOT_04,8.76,9.43,11.63,13.62,85.0,NORMAL
C00696,LOT_02,17.81,17.77,19.44,20.37,150.0,NORMAL
C00697,LOT_01,10.17,10.33,10.99,13.22,125.0,NORMAL
C00698,LOT_02,12.32,13.24,14.78,14.33,105.0,NORMAL
C00699,LOT_02,16.3,28.9,84.23,170.76,105.0,HIGH_RISK
C00700,LOT_03,11.53,11.77,13.32,12.37,105.0,NORMAL
C00701,LOT_10,13.45,13.93,15.52,17.32,125.0,NORMAL
C00702,LOT_04,8.98,9.81,10.38,10.42,85.0,NORMAL
C00703,LOT_01,7.72,10.21,19.04,45.56,85.0,DRIFTING
C00704,LOT_02,13.93,14.27,15.17,16.36,125.0,NORMAL
C00705,LOT_02,11.44,11.39,12.58,13.2,85.0,NORMAL
C00706,LOT_07,11.75,12.88,15.64,19.14,125.0,ANOMALOUS
C00707,LOT_02,15.15,15.62,16.29,15.79,125.0,NORMAL
C00708,LOT_10,11.02,12.57,21.09,47.44,105.0,DRIFTING
C00709,LOT_02,16.57,16.32,18.23,19.35,150.0,NORMAL
C00710,LOT_10,13.67,13.48,14.53,16.61,150.0,NORMAL
C00711,LOT_02,15.52,16.16,16.73,17.68,125.0,NORMAL
C00712,LOT_09,13.23,13.06,15.68,17.0,125.0,NORMAL
C00713,LOT_01,9.9,10.33,11.3,13.3,125.0,NORMAL
C00714,LOT_02,20.13,21.01,21.81,22.78,150.0,NORMAL
C00715,LOT_06,9.12,10.91,20.57,47.2,105.0,DRIFTING
C00716,LOT_05,8.03,8.44,10.8,11.15,105.0,NORMAL
C00717,LOT_08,12.97,13.56,14.65,16.19,125.0,NORMAL
C00718,LOT_02,15.23,15.94,25.51,53.53,125.0,DRIFTING
C00719,LOT_01,10.51,11.02,13.98,14.38,125.0,NORMAL
C00720,LOT_09,11.06,11.93,13.0,15.12,125.0,NORMAL
C00721,LOT_09,10.69,11.27,12.74,14.34,125.0,NORMAL
C00722,LOT_04,13.96,14.25,16.21,17.79,150.0,NORMAL
C00723,LOT_07,10.73,18.78,41.56,67.5,105.0,HIGH_RISK
C00724,LOT_07,9.0,9.08,10.22,13.24,125.0,NORMAL
C00725,LOT_02,15.68,16.29,16.56,16.35,125.0,NORMAL
C00726,LOT_08,15.35,15.97,17.91,19.13,125.0,NORMAL
C00727,LOT_07,9.5,10.44,12.1,15.83,125.0,NORMAL
C00728,LOT_04,11.53,12.24,13.49,16.07,125.0,NORMAL
C00729,LOT_10,11.45,12.2,13.89,15.84,125.0,NORMAL
C00730,LOT_08,16.22,16.86,18.74,20.8,125.0,NORMAL
C00731,LOT_09,13.18,26.11,83.05,166.44,125.0,HIGH_RISK
C00732,LOT_04,9.57,9.71,11.54,13.35,85.0,NORMAL
C00733,LOT_10,13.47,14.58,16.84,16.35,125.0,NORMAL
C00734,LOT_08,14.29,14.91,16.22,17.12,125.0,NORMAL
C00735,LOT_06,9.07,9.25,9.52,9.86,125.0,NORMAL
C00736,LOT_03,11.99,12.91,15.0,16.94,105.0,NORMAL
C00737,LOT_02,15.62,15.82,15.99,17.72,125.0,NORMAL
C00738,LOT_02,16.73,17.43,18.97,18.83,125.0,NORMAL
C00739,LOT_03,16.76,17.42,17.87,18.37,150.0,NORMAL
C00740,LOT_10,12.35,12.99,13.69,14.06,125.0,NORMAL
C00741,LOT_10,12.74,12.83,13.41,14.02,125.0,NORMAL
C00742,LOT_07,12.8,13.88,17.02,21.16,125.0,ANOMALOUS
C00743,LOT_02,14.17,14.99,15.83,17.16,105.0,NORMAL
C00744,LOT_05,9.9,10.85,12.86,14.36,150.0,NORMAL
C00745,LOT_08,13.32,13.87,15.68,17.22,125.0,NORMAL
C00746,LOT_09,12.82,13.27,14.06,16.02,150.0,NORMAL
C00747,LOT_01,10.09,9.96,10.85,9.81,125.0,NORMAL
C00748,LOT_04,12.92,13.22,14.58,15.49,150.0,NORMAL
C00749,LOT_04,11.76,11.97,12.93,14.78,105.0,NORMAL
C00750,LOT_01,8.41,8.87,10.28,10.94,85.0,NORMAL
C00751,LOT_01,10.26,19.16,58.02,117.96,150.0,HIGH_RISK
C00752,LOT_09,13.17,13.64,15.15,16.91,125.0,NORMAL
C00753,LOT_01,9.27,10.17,10.06,11.61,125.0,NORMAL
C00754,LOT_10,13.24,14.36,14.53,18.14,125.0,NORMAL
C00755,LOT_08,13.65,13.33,15.21,17.05,125.0,NORMAL
C00756,LOT_06,8.59,9.29,9.56,11.46,125.0,NORMAL
C00757,LOT_10,9.45,10.01,10.36,12.5,85.0,NORMAL
C00758,LOT_06,9.69,10.29,12.73,14.59,125.0,NORMAL
C00759,LOT_07,6.49,6.39,7.78,9.84,105.0,NORMAL
C00760,LOT_10,13.85,14.05,14.94,17.01,125.0,NORMAL
C00761,LOT_04,12.97,13.07,14.22,15.52,125.0,NORMAL
C00762,LOT_08,14.65,15.11,16.94,18.39,125.0,NORMAL
C00763,LOT_01,8.75,8.29,9.09,10.36,85.0,NORMAL
