component_id,lot_id,value_0h,value_24h,value_96h,value_168h,temperature,ground_truth_status
C00382,LOT_07,6.63,7.46,9.45,10.23,105.0,NORMAL
C00383,LOT_08,12.43,12.47,13.23,13.03,85.0,NORMAL
C00384,LOT_02,14.75,15.51,15.77,17.77,125.0,NORMAL
C00385,LOT_02,13.59,14.29,15.76,16.14,125.0,NORMAL
C00386,LOT_04,12.02,12.95,22.91,49.73,125.0,DRIFTING
C00387,LOT_10,12.08,13.21,15.51,17.79,125.0,NORMAL
C00388,LOT_09,10.57,11.19,13.56,14.28,105.0,NORMAL
C00389,LOT_03,13.31,14.16,15.83,18.23,125.0,NORMAL
C00390,LOT_02,14.66,15.81,24.06,50.54,125.0,DRIFTING
C00391,LOT_09,11.75,12.34,13.45,13.64,125.0,NORMAL
C00392,LOT_06,8.49,9.23,11.05,11.92,125.0,NORMAL
C00393,LOT_04,12.07,12.15,13.57,13.8,150.0,NORMAL
C00394,LOT_04,10.06,10.72,11.15,11.44,85.0,NORMAL
C00395,LOT_07,9.0,9.44,9.59,11.35,125.0,NORMAL
C00396,LOT_03,11.05,12.08,13.9,14.55,105.0,NORMAL
C00397,LOT_05,9.57,11.08,21.15,49.45,150.0,DRIFTING
C00398,LOT_04,11.99,12.16,13.48,14.99,85.0,ANOMALOUS
C00399,LOT_08,11.5,11.81,11.8,13.19,105.0,NORMAL
C00400,LOT_04,12.61,12.66,13.89,13.81,125.0,NORMAL
C00401,LOT_08,11.72,11.79,14.25,15.19,85.0,NORMAL
C00402,LOT_08,13.9,14.92,17.51,18.35,125.0,NORMAL
C00403,LOT_05,9.46,10.47,11.78,13.36,125.0,NORMAL
C00404,LOT_07,10.19,19.56,41.9,85.44,125.0,HIGH_RISK
C00405,LOT_06,9.67,9.79,11.75,15.21,125.0,NORMAL
C00406,LOT_08,8.25,9.12,12.59,14.91,105.0,ANOMALOUS
C00407,LOT_06,9.09,8.95,9.26,10.73,105.0,NORMAL
C00408,LOT_03,11.15,12.08,13.89,16.2,105.0,NORMAL
C00409,LOT_09,13.36,13.56,16.46,18.2,125.0,NORMAL
C00410,LOT_06,8.7,9.08,9.69,10.5,125.0,NORMAL
C00411,LOT_01,11.05,11.19,11.16,11.59,125.0,NORMAL
C00412,LOT_10,13.64,14.67,16.89,17.76,125.0,NORMAL
C00413,LOT_02,13.77,14.78,24.8,52.41,125.0,DRIFTING
C00414,LOT_10,11.83,12.7,14.68,16.78,125.0,NORMAL
C00415,LOT_09,12.33,12.59,13.38,14.3,125.0,NORMAL
C00416,LOT_08,14.42,14.93,15.97,16.27,105.0,NORMAL
C00417,LOT_08,15.93,16.91,17.92,19.19,150.0,NORMAL
C00418,LOT_01,10.68,11.04,12.05,14.42,125.0,NORMAL
C00419,LOT_02,11.43,12.13,13.82,14.69,125.0,NORMAL
C00420,LOT_10,12.1,11.88,11.95,12.99,125.0,NORMAL
C00421,LOT_02,14.19,14.34,15.47,15.03,150.0,NORMAL
C00422,LOT_08,14.33,14.84,15.19,15.71,125.0,NORMAL
C00423,LOT_03,11.86,12.75,13.17,14.81,125.0,NORMAL
C00424,LOT_07,7.67,8.18,9.72,11.23,105.0,NORMAL
C00425,LOT_05,9.05,8.79,9.57,12.54,125.0,NORMAL
C00426,LOT_05,8.81,9.02,9.84,10.39,125.0,NORMAL
C00427,LOT_05,9.59,10.04,11.26,12.46,125.0,NORMAL
C00428,LOT_05,6.87,7.27,8.92,10.02,85.0,NORMAL
C00429,LOT_02,15.28,16.08,16.13,15.68,125.0,NORMAL
C00430,LOT_06,8.7,9.6,17.61,43.86,125.0,DRIFTING
C00431,LOT_06,8.48,8.35,10.04,11.13,105.0,NORMAL
C00432,LOT_06,8.28,10.12,20.49,48.55,125.0,DRIFTING
C00433,LOT_03,12.39,12.88,12.86,14.58,105.0,NORMAL
C00434,LOT_03,10.35,10.6,12.18,14.0,85.0,NORMAL
C00435,LOT_06,8.22,8.9,10.35,11.57,105.0,NORMAL
C00436,LOT_07,8.47,8.92,10.87,11.27,125.0,NORMAL
C00437,LOT_10,11.72,13.48,20.92,47.44,125.0,DRIFTING
C00438,LOT_06,8.98,9.0,10.05,10.35,125.0,NORMAL
C00439,LOT_04,12.3,12.86,14.21,14.12,125.0,NORMAL
C00440,LOT_09,12.16,13.23,21.15,48.48,125.0,DRIFTING
C00441,LOT_10,12.57,13.36,14.27,15.8,125.0,NORMAL
C00442,LOT_06,10.42,10.73,11.32,13.08,150.0,NORMAL
C00443,LOT_10,11.52,11.89,12.85,12.04,125.0,NORMAL
C00444,LOT_05,8.36,9.62,17.61,48.49,125.0,DRIFTING
C00445,LOT_10,11.18,11.7,11.3,12.92,85.0,NORMAL
C00446,LOT_04,11.96,12.23,13.64,14.73,125.0,NORMAL
C00447,LOT_09,11.78,11.66,12.76,12.58,125.0,NORMAL
C00448,LOT_06,10.61,11.17,13.01,15.26,150.0,NORMAL
C00449,LOT_01,8.21,9.83,16.83,46.51,85.0,DRIFTING
C00450,LOT_04,14.48,14.45,15.49,17.0,150.0,NORMAL
C00451,LOT_08,10.87,11.01,11.92,12.89,85.0,NORMAL
C00452,LOT_10,10.9,10.96,11.92,11.55,85.0,NORMAL
C00453,LOT_04,11.45,11.4,13.33,13.69,125.0,NORMAL
C00454,LOT_05,8.78,8.91,10.97,10.53,125.0,NORMAL
C00455,LOT_05,9.83,9.92,10.27,10.94,125.0,NORMAL
C00456,LOT_09,11.63,11.9,14.58,16.3,105.0,NORMAL
C00457,LOT_02,10.74,10.9,11.43,9.66,85.0,NORMAL
C00458,LOT_04,14.43,16.95,25.98,53.0,150.0,DRIFTING
C00459,LOT_02,16.92,17.67,18.54,19.89,125.0,NORMAL
C00460,LOT_08,13.09,13.46,15.7,16.86,125.0,NORMAL
C00461,LOT_03,16.22,26.49,51.64,91.5,105.0,HIGH_RISK
C00462,LOT_02,15.32,15.14,15.63,16.14,125.0,NORMAL
C00463,LOT_10,11.4,12.05,13.18,14.78,105.0,NORMAL
C00464,LOT_10,13.95,14.16,14.58,15.62,125.0,NORMAL
C00465,LOT_07,8.72,9.0,10.08,12.01,125.0,NORMAL
C00466,LOT_05,9.14,9.06,11.35,11.96,125.0,NORMAL
C00467,LOT_08,17.42,30.5,57.28,107.14,125.0,HIGH_RISK
C00468,LOT_08,14.44,14.78,15.96,15.73,125.0,NORMAL
C00469,LOT_08,12.74,13.33,15.48,17.2,105.0,NORMAL
C00470,LOT_01,10.23,19.75,62.82,125.79,125.0,HIGH_RISK
C00471,LOT_01,8.02,8.25,9.38,9.4,85.0,NORMAL
C00472,LOT_06,10.43,21.79,38.86,65.89,125.0,HIGH_RISK
C00473,LOT_07,8.24,9.06,10.17,10.47,150.0,NORMAL
C00474,LOT_01,10.06,11.2,21.92,50.0,125.0,DRIFTING
C00475,LOT_04,13.05,14.22,15.62,16.73,125.0,NORMAL
C00476,LOT_09,11.36,11.75,13.53,14.76,105.0,NORMAL
C00477,LOT_09,9.03,9.57,10.91,10.78,85.0,NORMAL
C00478,LOT_06,8.22,9.09,10.21,9.97,125.0,NORMAL
C00479,LOT_08,11.36,26.24,91.66,187.2,85.0,HIGH_RISK
C00480,LOT_05,7.18,7.56,8.3,9.12,85.0,NORMAL
C00481,LOT_01,10.01,10.78,11.5,12.94,125.0,NORMAL
C00482,LOT_09,10.57,10.52,11.87,11.39,125.0,NORMAL
C00483,LOT_08,15.03,15.28,18.09,17.77,150.0,NORMAL
C00484,LOT_09,11.38,12.05,13.56,17.25,150.0,NORMAL
C00485,LOT_06,10.33,10.48,11.24,12.9,125.0,NORMAL
C00486,LOT_04,12.84,12.93,15.87,17.47,125.0,NORMAL
C00487,LOT_09,13.5,13.64,13.75,14.42,125.0,NORMAL
C00488,LOT_10,13.09,13.64,13.73,14.61,125.0,NORMAL
C00489,LOT_10,8.59,9.99,12.85,15.78,105.0,ANOMALOUS
C00490,LOT_08,14.47,14.82,16.86,17.66,125.0,NORMAL
C00491,LOT_07,8.43,8.08,8.88,8.42,105.0,NORMAL
C00492,LOT_06,8.38,9.08,9.84,11.68,105.0,NORMAL
C00493,LOT_06,9.02,9.42,10.48,11.37,125.0,NORMAL
C00494,LOT_10,12.66,13.26,14.74,14.9,105.0,NORMAL
C00495,LOT_07,7.99,8.18,9.33,10.06,125.0,NORMAL
C00496,LOT_03,12.97,12.68,13.49,13.54,125.0,NORMAL
C00497,LOT_03,13.36,13.46,15.14,17.48,125.0,NORMAL
C00498,LOT_09,16.74,29.5,47.0,73.47,150.0,HIGH_RISK
C00499,LOT_06,13.07,13.62,14.86,14.52,125.0,ANOMALOUS
C00500,LOT_09,9.42,10.36,11.29,13.04,85.0,NORMAL
